     0.000 0.447E-16
     2.000 0.447E-16
     4.000 0.449E-16
     6.000 0.451E-16
     8.000 0.453E-16
    10.000 0.455E-16
    12.000 0.457E-16
    14.000 0.460E-16
    16.000 0.462E-16
    18.000 0.465E-16
    20.000 0.467E-16
    22.000 0.470E-16
    24.000 0.473E-16
    26.000 0.476E-16
    28.000 0.479E-16
    30.000 0.482E-16
    32.000 0.485E-16
    34.000 0.489E-16
    36.000 0.492E-16
    38.000 0.496E-16
    40.000 0.500E-16
    42.000 0.504E-16
    44.000 0.508E-16
    46.000 0.513E-16
    48.000 0.518E-16
    50.000 0.522E-16
    52.000 0.528E-16
    54.000 0.533E-16
    56.000 0.539E-16
    58.000 0.545E-16
    60.000 0.551E-16
    62.000 0.558E-16
    64.000 0.560E-16
    66.000 0.560E-16
    68.000 0.560E-16
    70.000 0.560E-16
    72.000 0.560E-16
    74.000 0.560E-16
    76.000 0.560E-16
    78.000 0.560E-16
    80.000 0.560E-16
    82.000 0.560E-16
    84.000 0.560E-16
    86.000 0.560E-16
    88.000 0.560E-16
    90.000 0.560E-16
    92.000 0.560E-16
    94.000 0.560E-16
    96.000 0.558E-16
    98.000 0.555E-16
   100.000 0.551E-16
   102.000 0.546E-16
   104.000 0.541E-16
   106.000 0.535E-16
   108.000 0.529E-16
   110.000 0.522E-16
   112.000 0.516E-16
   114.000 0.509E-16
   116.000 0.503E-16
   118.000 0.497E-16
   120.000 0.491E-16
   122.000 0.485E-16
   124.000 0.480E-16
   126.000 0.475E-16
   128.000 0.471E-16
   130.000 0.466E-16
   132.000 0.463E-16
   134.000 0.459E-16
   136.000 0.456E-16
   138.000 0.453E-16
   140.000 0.450E-16
   142.000 0.448E-16
   144.000 0.445E-16
   146.000 0.443E-16
   148.000 0.441E-16
   150.000 0.440E-16
   152.000 0.438E-16
   154.000 0.437E-16
   156.000 0.436E-16
   158.000 0.435E-16
   160.000 0.434E-16
   162.000 0.433E-16
   164.000 0.433E-16
   166.000 0.432E-16
   168.000 0.431E-16
   170.000 0.431E-16
   172.000 0.431E-16
   174.000 0.430E-16
   176.000 0.430E-16
   178.000 0.430E-16
   180.000 0.429E-16
   182.000 0.429E-16
   184.000 0.429E-16
   186.000 0.429E-16
   188.000 0.429E-16
   190.000 0.429E-16
   192.000 0.429E-16
   194.000 0.429E-16
   196.000 0.429E-16
   198.000 0.429E-16
   200.000 0.429E-16
