1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.0e-12 3 250.0 4 -0.7 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.0e-12 3 250.0 4 -0.7 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 1.0e-8 3 300.0 4 -0.6 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.3e-7 3 300.0 4 -0.4 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.4e-8 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 5.6e-8 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.0e-12 3 250.0 4 -0.7 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 1.5e-7 3 300.0 4 -0.42 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 8.8e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.2e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.0e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.7e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.7e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.7e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 2.7e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 4.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.0e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.0e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.4e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.4e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.0e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.0e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 3.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
7 7.5e-7 3 300.0 4 -0.5 6 3 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.00e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 6.40e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.40e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.10e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.41e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.28e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.77e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.82e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.94e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.37e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.35e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 6.86e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.96e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 9.35e-15 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.57e-14 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.0e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.76e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.38e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 8.50e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 8.50e-11 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 5.10e-11 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.45e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 8.75e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.61e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 7.70e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.38e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.70e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 2.18e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.42e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.08e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 4.20e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 1.74e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 8.40e-10 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 3.69e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
1 0.81e-9 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
